,word_guesses,first_pass,solution_words,solution
556,,grevi LA Sicilia R piegato Ti,Grevi;lassi;cari,Grevi lassi cari
557,Eros;ricordo,O Per Eros ricordo TTA,Operose;ricordato,Operose ricordato
558,,Rapira,,Rapira
559,arso;Trinità,AV arso Trinità SI,Avars;uno;trinità,Avars uno trinità
560,,ILV [La Giulietta di Leandro] N O [I diti più lunghi] M [Le coppie d' ampolline sui deschi],Il;viva;tete;di;pareti,Il viva tete di pareti
561,,Mole,,Mole
562,,[Giorno brevissimo] S F = un,Unfor;castato,Unfor castato
563,,L A talvolta si usano in convergenza parallela,Talvolta;si usano;in convergenza;';per,Talvolta
564,,Lascere,,Lascere
565,sottili;cattolici;sacro,sottili cattolici sacro,Sottil;icatolico,Sottil icatolico
566,,CO strapuntino Ior A P U,COS;tr;ap;ipotipo,Costipato
567,,Unisci,,Unisci
568,ostacolo;Evita,N ostacolo L Evita,Nostacol;evita,Nostacol evita
569,,IR [Si fa ai capelli] R E [Sporche di grasso] R [Il fiume che bagna Basilea],Iridario;re;sporche,Iridario R E sporche R
570,,Isole,,Isole
571,,Facce bestiali C si inginocchiano dinanzi alla loro divinità O,Facce;b;istituti,Facce bestiali C si inginocchiano dinanzi alla loro divinità O
572,,N A sveglie allegre,Svegliare;Arrivati,Svegliare
573,Gange;re;magi;Tati;amore,,Gange;no;regista amore,Gange no regista amore
574,Rodi;Sana;presa,P Rodi GIO Sana M presa,Prodigio;sana,Prodigio sana
575,prodotto;Chianti;naso,U prodotto Chianti U naso,Upro;dotto;chianitù,Uprodotto dotto chianitù
576,,pettini S sa N L A tini,P;petti;in;salsati;Ma;gicco;si;negli,Petti in salsati
577,Nerebbia;equi;tovagliati;Trimurti,U nerebbia UB linee oneste V I Trimurti,Neve;Ne;nebbia;UB linee oneste,U nerebbia UB linee oneste V I Trimurti = Neve
578,,O Dio seme S chine T A,Odio;semeschina;;O;di;osé;me;schì;nèta;;O;di;osé;me;schì;nèta,Odio semeschina
579,,DO France NTE,,DOF
580,ras;cisterna;pali,T ras cisterna M UN pali,Trasces;trampani,Trasces trampani
581,,[L' attivo... ereditario] MB LE [Il fiume che attraversa Verona] NI [Elementi della mandria],,Attivo ereditario MBLE
582,,O parco N tana,Opar;contana,Opar contana
583,,[Le hanno doppie i giganti] = ali,Sei,Ali incendiati rime sei
584,,Cano,,Cano
585,,BI M Mucchi di covoni PI Se Sicula non è in Toscana! [Si mangiano... rotte] BI,Bimuc;chi;inciampo;si,Bimucchi inciampo si
586,,Dario,,Dario
587,,L'oboe (colpevole) R Pio NI,L'oboe;colpevole;(Un cane che corre);(Un cane che corre);(Un cane che corre);(Un cane che corre),L'oboe (colpevole) R Pio NI = L'oboe (colpevole) R Pio NI
588,,[Preposizione che non lascia soli] = con,Concret;esatuazioni,Concret esatuazioni<|end|><|endoftext|>
589,somme;sigaretta;lati,E LE somme sigaretta M B lati,Elesomme;sigarette,Elesomme sigarette
590,,G R AVE P E R,,Grave per
591,Brescia;osso;pietose;enigma;enigma;enigma;enigma;enigma;pica;pica;pica;pica;pica,Brescia D osso P pietose DI,Brescia;Dossoppi;;En;Gi;Ma;Gi;Ma;Gi;Ma;;Pi;Ca;Pi;Ca;Pi;Ca;Pi,Brescia Dossoppi
592,,Mano Liceo,,Manoliceo
593,,VA (Sono nativi di Bellinzona o di Lugano),VA;sonati,
594,,SC Calura estiva Li affrontava Manolete M Calura estiva C C,Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove;Scuola;Nove,Scuola
595,,IMP re leggere CH E,Impre;leggere;;Impre;leggere;;Impre;leggere,Impre leggere
596,lumi;ile;omero,VO lumi R ile G omero,Volumi;rileggero,Volumi rileggero
597,massacro;odi;olivo,BA massacro L odi C olivo,Bamassacro;la;dolice,Bamassacro la dolice
598,,,Maggi;Rara,
599,,ME Invasero la Spagna,,Michele
600,,FOR tre quarti di dozzina NTI larghi,,Forte
601,metri;Petrarca;Cino,P metri Petrarca S COR Cino,Pmetri;Petrarcascino,Pmetri Petrarcascino
602,,R I pani (paniere) [È onorato dalla barba] D I S (disotto),Ripani;di;sasso,Ripani
603,trame;tibia;ovest,F trame tibia NC ovest ITI,Frame;tibia;costiti,Frame tibia costiti
604,,punt le g a le,Punt;Legale;;F;r;fa;re;non;fare;non;fare;;N;o;f;a;re;non;fare;non;fare,Punt Legale
605,est;nodi;sport,C est I nodi FI sport,Cestini;do;fi sport,Cestini do fi sport
606,,Fandonie R I N Il creatore di un celebre complesso... NT LI,,Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un celebre complesso... NT LI = Fandonie R I N Il creatore di un cele
607,Aci;Evo;chiave,GR Aci L Evo G chiave,Gracie;Voglia,Gracie Voglia
608,,MO Sveglia C,,Mosaic
609,naso;ossa;ore,U naso MM ossa SE ore,Una;sommossa;seore,Una sommossa seore
610,,[La Ombretta che sposò Gaber] = mina,Minacce;neglette,Minacce neglette
611,,M I [Beffardi e malvagi] [Suoni nelle vallate],Mibef;malvi,Mibef malvi
612,,CAM CAR,,Cam Car
613,Tanica;Venere,Gus Tanica Li Venere,Gustan;cicali;liver,Gustan cicali liver
614,,[Le... parallele lungo il fiume] N D E [Corrente marina che si genera nello stretto di Messina] C [Piegate in giù],,
615,,BR AVE C U Cale,Brave;cucale;cucicale,Brave cucale
616,,li D O sai C I,Un;quattro;saicici;Un;quattro;saicici,L I D O S A I C I
617,pialla;pila,pialla M pila STRA,Pi;alla;malista,Pi alla malista
618,,P I C colori T massacro,Piccolo;ritmasso;;P;I C;col;ori;t;mas;sac;coro;;P;I C;col;ori;t;mas;sac;coro,Piccolo ritmasso
619,anche;cuna;costa,S T anche Z cuna S costa,Stanche;zucunacosta,Stanche zucunacosta
620,,O chef basi E,Oche;fiasche;Ris;solle;0;Ris;solle,Oche fiasche
621,,R I cari cartoni R,Ricaricar;cartoni,Ricaricar cartoni
622,,P Pico Pico S P I ontani,Picoppi;cospiontani,Picoppi cospiontani
623,Arcadia;retti,M Arcadia M A retti,Marca;di;amaretti,Marca di amaretti
624,,[Tante erano le Grazie] = molte,Molte;pettiniste,Molte pettiniste
625,,L Ed devota T tricot BI,Leddevot;tricot,Leddevot tricot
626,destra;remo;est,,Destra;biremoleti,
627,si;mila;si;si;Dici,E si mila O si V E si N Dici,Esimil;osivesindi,Esimil osivesindi
628,ali;Eva;verricoli,Un ali EV Eva R I verricoli,Una;livere;verricoli,Una livere verricoli
629,atleti;ara;arrivato,T atleti ST ara PI arrivato,Taletti;starapi,Taletti starapi
630,,AT lacca LE,,Atlacca
631,,Acri SSa,Accr;iasi;accres;acrisia,Acrisia
632,ora;elogi;cena,ora C O elogi A cena,Oraco;el;ogiacena,Oraco el ogiacena
633,,[La Pamela del varietà] C = C,Campane;RSOnone;albae,Campane RSOnone albae
634,,B Copricapi da guerra,,Copricapi
635,,[Li muove il burattinaio] P [Personaggio da corrida] A T [Sono piccole di notte],,Mano P
636,,[Tra il mi e il sol] N [Sono propri quelli di persona] R A [I... filtri del cuoco],Mini;Nameragni,Mi nome Ragni
637,,AC Litorale Era il titolo di Creso,Lu slalom,Acci
638,somma;su;ci,VA somma su RFI ci,Vasomma;surfici,Vasomma surfici
639,,Favole Nascita Nato COL poliziotto,Fa;volere;nata;nato;co;poliziotto;Fa;volere;nata;nato;co;poliziotto;;Fa;volere;nata;nato;co;poliziotto;;Fa;volere;nata;nato;co;poliziotto;;Fa;volere;nata;nato;co;poliziotto;;Fa;volere;nata;nato;co;poliziotto;;Fa;volere;nata;nato,Favole Nascita Nato COL poliziotto
640,,O per auto pista,Opera;topista,Opera topista
641,,Cairo Aina MO Cairo PU Cairo,Cai;r;aina;mo;cairo;Cai;r;aina;mo;cairo;;Cai;r;aina;mo;cairo;;Cai;r;aina;mo;cairo;;Cai;r;aina;mo;cairo;;Cai;r;aina;mo;cairo;;Cai;r;aina;mo;cairo,Cairo Aina MO Cairo PU Cairo
642,con;etto;vini,con C etto vini CI,Concetto;vinici,Concetto vinici
643,sala;arca;pini,sala RI C arca S pini,Salarica;Raspi,Salarica Raspi
644,re;tria;bottone,re D DI tria bottone RE,Redditi;abbrettone,Redditi abbrettone
645,,"Ava (Dicono: ""gatta ci cova!"") sorelle D U do V lubrificanti",Avavilla;villaggio,Avavilla
646,padrone;sciame;rana,F padrone sciame MB rana,Fpadron;Escambe,Fpadron Escambe
647,,NA unità un punto sulla pelle P E rosso,Naut;Rosso;Naut;Rosso<|end|><|endoftext|>,Nautilus
648,,AG Capri R Giusto,,Agapo
649,raggio;do,OLT raggio do OSI,Oltraggio;dooso,Oltraggio dooso
650,,Tirana (centro di Tirana) = Tirana,Tiran;Tate,Tiran Tate<|end|><|endoftext|>
651,,Isole,,Isole
652,al;il;nato,al SO il C RI nato,Also;ilcriminato,Also ilcriminato
653,,E S Glebe N Fiaccola L Lira,Esgli;gli;bene;nal;Esgli;gli;bene;nal;;Esgli;gli;bene;nal;;Esgli;gli;bene;nal;;Esgli;gli;bene;nal;;Esgli;gli;bene;nal;;Esgli;gli;bene;nal;;Esgli;gli;bene;nal,Esgli
654,ad;credenza;coperchi,ad O RA credenza S coperchi,Adorare;la;scoperchi,Adorare la scoperchi
655,re;casa;ria,F re S casa NG ria,Fresca;sanguinea,Fresca sanguinea
656,,,C;ipoll;';nodi;gnidi,
657,mente;baia;nubi,mente N U baia nubi AN A,Mentine;ubanubiana,Mentine ubanubiana
658,Tirana;girello;cuna,G Tirana ND girello N cuna,Gitaran;digrignola,Gitaran digrignola
659,treno;le;anatre,treno V E L le anatre,Tre;Novelle;anatre,Tre Novelle anatre
660,,[Fu caro a Leopardi nell'Infinito] R I [La vetta della montagna] RI [Grossi recipienti enologici],,
661,,crepuscolo Cibo SA penne RTA,Crepicci;basamento,Crep Cibo SA penne RTA
662,re;pelle;piatta,ST re pelle L piatta DA,Strepelli;bella;patata,Strepelli bella patata
663,va;va;affissi,E va SI va affissi ON E,Evasiva;affissione,Evasiva affissione
664,,SI alba (gicheri) P O S aperto,Sialba;sialbapero,Sialba
665,becco;remi;est;oli;anestetico,SC IMP,Sci;c;beccore;mi;restinol;Sci;c;beccore;mi;restinol;Sci;c;beccore;mi;restinol,Sci
666,eretto;Re;eros,SC erto Re P eros O,Scerto;reperso,Scerto reperso
667,conte;Eros;percette,conte N IT Eros percette NO,Contenitore;percette,Contenitore percette
668,Ciad;est;Chieti,FO Ciad est U Chieti O,Foci;ad;estuizione,Foci ad estuizione
669,,L'inverno (il) bicchiere (da) birra (l'Altissimo) RO,L'inverno;il;bi;L'inverno;il;bi;;L'inverno;il;bi;;L'inverno;il;bi;;L'inverno;il;bi;;L'inverno;il;bi;;L'inverno;il;bi;;L'inverno;il;bi,L'inverno il bicchiere da birra l'Altissimo RO
670,,,Treno;diretto;tra;omato;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra;omato;;Treno;diretto;tra,
671,,Donna mite e caritatevole,Donna;ma;tetre;';si;mente,Donna
672,,O vini CH pancere S Cola NO,Ovini;chi;pancere scolano,Ovini chi pancere scolano
673,ali;Carla,V ali Carla DA,Valicar;Ladday;Risolvi;amo;0;Risolvi;amo,Valicar Ladday
674,,Uomini MA Impiegato AL,Un;omicidio;atto,Uomini MA Impiegato AL = Uomini MA Impiegato AL
675,rio;ara;giogo,Ci rio S ara G giogo,Cirione;sargiogo,Cirione sargiogo
676,sa;chef;Redi,D O sa chef I Redi NE,Dosachef;iridesine,Dosachef iridesine
677,,Barile G H,,Barile G H
678,ala;calze,B ala PO calze,Balla;popalze,Balla popalze
679,,Ostricci,,Ostricci
680,,Laurel,Laurel;pendio,Laurel
681,viole;caso,viole N caso RBO,Violenza;Caso,Violenza Caso
682,moltiplica;Etta,VA moltiplica L E Etta,Vamolti;plica,Vamolti plica
683,est;giacca;di;si,est A giacca L di S si MA,Està;giaccaldissima,Està giaccaldissima
684,,Comandanti TA,Comandan;i;tavabac,Comandan i tavabac<|end|><|endoftext|>
685,re;neve;stocco;teso,In re neve O stocco L IN teso,Inrenne;estocco,Inrenne estocco
686,,JA cacio (arno) ME,Jacasso;arno;jacasso;arnoso,
687,pennone;calata;orma,pennone HI E calata F orma TA,Pennone;ecalata,Pennone ecalata
688,re;campane;pastor;campane;pastor;campane,re C campane N A,Recan;pane;;Pastor;campane;;Pastor;campane,Recan pane
689,prete;cani;nero,prete N cani A nero SI,PreteNcani;anerosi,PreteNcani anerosi
690,avo;lama;eretto,T avo lama L F erto,Tavola;malferto,Tavola malferto
691,cime;versi;ali,M U cime versi T R ali,Muci;meversitrali,Muci meversitrali
692,,Remare,,Remare
693,,Tuberi AND Carducci Prodotti C U,Tuberi;e;Carducci Prodotti;Gioco;fa;farefarefare,Tuberi AND Carducci Prodotti C U = Tuberi e Carducci
694,erede;pane,OPERA,Cinq;un;sette;Cinq;un;sette;Cinq;un;sette;Cinq;un;sette;Cinq;un;sette;Cinq;un;sette;Cin,Opera
695,,PIN Franco bus TE,Pinco;Nobile;;P;In;Fr;anco;Bus;T E;;P;In;Fr;anco;Bus;T E;;P;In;Fr;an,Pinco Nobile
696,,Ucciare S sbriga in ufficio A salva,Ucc;asterisco;in ufficio;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio;;Ucc;asterisco;in ufficio,Ucciare S sbriga in ufficio A salva
697,Stazione;Roma;acque;enigma;enigma;enigma;enigma;enigma;enigma;enigma;enigma;enigma;enigma,Stazione ST Roma R acque O,Stazione;Stromaracque;;En;Gi;Ma;Gi;Ma;Gi;Ma;Gi;;En;Gi;Ma;Gi;Ma;Gi;Ma;Gi,Stazione Stromaracque
698,Pio;porta;setter;acini,SOP Pio porta R RI setter T acini,Soppioporta;rrisette;tracini,Soppioporta rrisette tracini
699,re;sala;tasca,C re sala N AN tasca,Cresa;la;nantasca,Cresa la nantasca
700,,S B pantaloni V gioielli le dita più lunghe O,SB pantaloni;vgiolli,SB pantaloni V gioielli le dita più lunghe O = SB pantaloni V gioielli le dita più lunghe O
701,,AS rogo ardente,,Asrogo
702,stereotipo;tela;acuto,RI stereotipo N tela VO acuto,Ristero;tipo,Ristero tipo
703,,[Il popolare Degan] Z [l perito che s' intende di case] V R [A mezzanotte è finito],,
704,remi;Remo;agente,P remi A Remo LT agente,Premi;aremo;latte,Premi aremo latte
705,ellissoide;oino;freccia,B ellissoide M oino N freccia,Bellissoide;Moninfreccia,Bellissoide Moninfreccia
706,,[Il Pacino tra i divi] = p,Ptren;Ovantia;TAA;0;Ptren;Ovantia;TAA;0;Ptren;Ovantia;TAA;0;Ptren;Ovantia;TAA;0;Ptren;Ovantia;TAA;0;P,p treno van T A A
707,,[In Francia e in Portogallo] R [Pecora o capra] T [Mida lo era di Frigia] V I [Il dio a due facce],,
708,,[Elenco] N [Imperava in Russia] E S [Circa mezzo litro],=;Nerov;Eserci;=;Nerov;Eserci,= Nerov Eserci
709,,[Si alterna alla notte] = di,Dibacca;s;vevocanino,Dibacca s vevocanino
710,arti;Nero;lato;arti;Nero;lato;arti;Nero;lato;arti;Nero;lato,C arti Nero TO lato,Cartine;rotolato;;Cartine;rotolato;;Cartine;rotolato,Cartine rotolato
711,,SB resta AR riso,Sbresta;a;risorso,SB resta AR riso = SB resta AR riso
712,,[Un personaggio nella storia del casato] L [Lo stesso che tirati] S B [I... bulbi antivampiro] [Gancetto per la pesca] L TO [Un frutto a forma conica] V [Colonnette... solitarie] [C' è chi ne chiede due di vino] T O [C' è quello delle Tolle] CO,Un;person;al;casato;lontano;da;lei;solitaria;vita;Un person al casato lontano da lei solitaria vita,Un person al casato lontano da lei solitaria vita
713,rigidi;letto,F rigidi GO letto,Fric;i;godletto,Fric i godletto
714,sola;tomo;gas,CON sola tomo NE gas CO,Consolata;Monegasco,Consolata Monegasco
715,,LA spiga si stacca dal rovo,spiga;si;stacca;dal;rovo;La spiga si stacca dal rovo,La spiga si stacca dal rovo
716,re;pettine;do;ali;Mina;pettine;do;ali,re G O pettine N do V ali,Un;regolamento;dovali,
717,cena;si;ante,L cena S si O N ante,L;cenazione;R;i;soluzione;R;i;soluzione,L cenazione
718,,[Cantano in chiesa] A C E [Fa le uova come le galline] MP [Il successore di Xuto],Canti Ace,
719,,IN puglia,,Puglia
720,api;medi;aragoste,G api RR I medi A B aragoste,Gap;irrimediabile,Gap irrimediabile
721,,I Mole AT Aria N F,Mole;Atarián,Mole AT Aria N F
722,,UN [Bel pappagallo] G [Antica accetta] [Giorno] S [Veniva venerato da Bossi] N IB [L' isola dei francesi],Una;ragazza;despanee,Un ara G chiave di S pane N IB ile
723,orto;tino;retta,orto G RA tino R retta,Ortografia;tintoretta,Ortografia tintoretta
724,,Avanzo di monumento antico,Ava;Nipote;Riparatore,Avanti
725,cima;cappello;William Tell,cima L cappello PPA William Tell E,Cimale;colpappapawill,Cimale colpappapawill
726,bomba;scopa;torero,bomba CC scopa TTA torero E,Bombac;scopattatore;Bombac;scopattatore,Bombac scopattatore
727,Ares;Era;Iole;rialzo,Dedalo,Dedà;lorea;rialzò,Dedà lorea rialzò
728,,PI carabotte,,Pi carabotte
729,bottoni;moneta,RUB bottoni R moneta,Rubboto;niromena,Rubboto niromena
730,,VO [Insetti in via di sviluppo] R [Sono proprio asini] L [Alberi detti anche alni],,
731,,[Segno tra i fattori] = per,Perradar;Immast;Contast,Perradar Immast Contast
732,,Ala Gori,,Ala Gori
733,,S toreri cova T E,Storiera;covate,Storiera covate
734,,Stringhe per calzature,S;Colari;Scolari,Scolari
735,il;armi;il;cuori,V A il armi il cuori E,Vialari;militari,Vialari militari
736,azioni;Galileo;gagà,C azioni A Galileo N gagà,Cazionia;Leognaga,Cazionia Leognaga
737,,AL cucina (Il gioco preferito dal personaggio di oggi) = giochi,,
738,,Cipolla RE ricchezza ST avari,,Cipolla RE ricchezza ST avari
739,,GI òlfo L L api,,Gioolfo
740,osteo;topi;Tale,M osteo topi AT Tale O,Mosteo;topiattale,Mosteo topiattale
741,,TA mirtillo I leone S E,,TA mirtillo I leone S E = TA mirtillo I leone S E = TA mirtillo I leone S E
742,,BAN agiata,Banagia;tata,Banagia tata
743,,CI mini Era C A telino,Ciminiere;catelino,Ciminiere catelino
744,cassa,VA cassa NI,Vacca;sani,Vacca sani
745,,Fama R silicio segno centro N A,Fam;asiconten,Famari
746,segno;nodi;stive,F segno nodi N A stive,Fessano;dominate,Fessano dominate
747,,piedi D IS postpiedi PO tpiedi,Piedi disposti;pittipiedi;;Piedi disposti;pittipiedi,Piedi disposti pittipiedi
748,,Facce bestiali C LE LE,Facce;bestiali,Facce bestiali CLELE
749,,U Peso DI grosso ceppo da ardere LA fermentazione,U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo;U;peso;di;grossoceppo,U Peso DI grosso ceppo da ardere LA fermentazione
750,,G U tappetini davanti agli usci,Guita;pennistici,Guita pennistici
751,,fare ZI O tredici R E,Farezio;tredi,Farezio tredi
752,serpi;raggi,R E serpi I P A raggi,Reser;pii;paraggi,Reser pii paraggi
753,,Tassinari N T Eolie risuonano al vento,,Tassinari N T Eolie risuonano al vento
754,,Fare RRI cambiano i bimbi sbarrano il fiume,Far;riparare;i b;imi;sbarran,Far riparare i bimbi
755,,Mezzo poligono,,Poligono
756,Noe;mina;capo;sciarpe,,Noemina;capos,Noemina capos
757,,S A [Sfere di valore] = monete,Mone;t;esi,monete si
758,in;capo;in,F in capo TU in E,Finca;pubblica;;R;i;s;l;i;a;s;tisti;,Finca pubblica
759,il;il;fa;ara,P il il fa A M ara,Pililfa;amara,Pililfa amara
760,,A T tiro C O gatti TO S lassie e Rintintin,Attiro;Cogatti;Tosalie,Attiro
761,ettaro;remi,G ettaro CO N P remi,Gett;ara;corni,Gett ara corni
762,avi;memorie,G R avi SSI memorie,Gravi;ssimo,Gravi ssimo
763,,Fandonie R I Un capolavoro di Zola POLE Covo,Fandonia;rivelatore;Piccolori;untipici,Fandonie R I Un capolavoro di Zola POLE Covo = Fandonie R I Un capolavoro di Zola POLE Covo
764,,Canti L,,Canti
765,Po;cesto;paniere;sardine,Po R TI cesto paniere S IO sardine,Portici;stespani;erosiardo,Portici stespani erosiardo
766,,Meli O Dici,Meli;odici;alari,Meli O Dici
767,piste;simili;tino;molti;piccoli;capi;di;casa;per;cercare;un;caso;piccoli;capi;di;casa;per;cercare;un;caso,piste EN simili S tino TI,Pisteen;simi;M;ol;ti;pic;coli;capi;di;casa;per;cercare;un;caso;P;ic;oli;capi;di,Pisteen simi
768,,Gomma per suolature,,
769,note;erbe;re,note V erbe O PE re,Noteverbe;opere,Noteverbe opere
770,,Pieni di... frittelle,Pi;nesce;ne,Pi nesce ne
771,asso;diva;premio;mori,asso diva premio mori,Assodiva;premio,Assodiva premio
772,,Gino nero MAN tac HE,Gino;neromante,Gino neromante
773,,Bergamo N U,Bergamo Cugini SI Reggio Emilia,Bergamo
774,avo;gente,PU SICI,,Pusicici
775,,"[Né grandi, né piccoli] CI N [Vi si avvolgono matasse] RT [La Pacetti soprano]",Nere;cinque,Nere cinque
776,nido;ode;età;giavellotti,U nido L ode LL età G giavellotti,Un;idolo;dell;età giav,Un idolo dell'età giavellotti
777,pistole;odi;Euterpe;pistole;odi;Euterpe;pistole;odi;Euterpe,pistole N T odi S P Euterpe,Pistole;NTodispete;;Pistole;NTodispete;;Pistole;NTodispete,Pistole NTodispete
778,barca;pila,,Rubar;cappa,
779,,[Non può farsela il calvo] G N [Hanno alta viscosità] [Girava sul fonografo] LO,,
780,Ra;Giordania;Carlo;Olof;Felipe,ST Ra Giordania OK,Strafia;donna;;R;I S;C O P;P A N;D I A;Carlo;Olof;Felipe,Strafia donna
781,passo;mostre;visi,F passo T mostre visi V O,Fasto;mostrevisio,Fasto mostrevisio
782,,[Bianca non spara] DiO DA [Arde sull' altare],Nerano;s;spara;Nerano;s;spara;;Nerano;s;spara;;Nerano;s;spara;;Nerano;s;spara;;Nerano;s;spara,
783,,Pianura,,Pianura
784,corda;apiario;torta,Con corda NZ apiario R torta,Concordanza;parlamentare,Concordanza parlamentare
785,la;Vaticano;est;rosso;verde;azzurro;rosso;verde;azzurro,la L BE Vaticano est RO,L;Ale;Vaticano;;R;Ossoli;Braver;;R;Ossoli;Braver,L'Ale Vaticano
786,,,Un;capotreno,
787,,"A [Effettivi, reali] = fatti",Fatti;se;teli;monti;ecosette;pe;poliedri,Fatti sette limo N T eco sette poliedri RE
788,,Palleoni ONE,,Palleoni ONE = Palleoni
789,,Appello nominale L A facce... bestiali CK,,Appello nominale L A facce... bestiali CK = Appello nominale L A facce... bestiali CK
790,pini;nei;sola,O pini O nei sola TA,Opinione;isolata;0;0;0,Opinione isolata
791,lega;teso;re,E lega N teso I re E,Elegante;soiree,Elegante soiree
792,,AND,And;Domenico;la;pietra;di;l;amico;And;Domenico;la;pietra;di;l;amico,And Domenico: la pietra di l'amico
793,,C atleta islamica NDE,Catleta;islamica;;Catleta;islamica;;Catleta;islamica,Catleta islamica
794,,U N O R S E N O di M A R B I O S O S I,Tre;sette;nove;un;otto,Unoresenodimario
795,raso;perca;torrone,G raso S perca L torrone,Grasoso;percaletto,Grasoso percaletto
796,,Spaventato,,Spaventato
797,sedia;topi,E sedia topi CCO,Edizione;Topico,Edizione Topico
798,,Po E T Aladdin,Poeta;ladino;;En;Gi;Ma;Chi;An;Tici,Poeta ladino
799,,Lettore TI re H Verme Si ascoltano VI,Le;tore;rehver;me;sias;coltani,Lettere
800,,COPPER C,Per;un;un,Coperta
801,,Sieve,,Sieve
802,nasi;amico;sopra,B I nasi DI amico GA sopra,Binasi;di;amico-gaso,Binasi di amico-gaso
803,osti;oca;pie,P osti oca M pie L LO,Posti;occupati,Posti occupati
804,giostre;perimetro;giostre;perimetro;giostre;perimetro;giostre;perimetro,giostre C perimetro P,Giostre;per;;Giostre;per;;Giostre;per;;Giostre;per,Giostre per
805,sole;ree;gente,E sole ree S I gente,Esolere;esigente,Esolere esigente
806,Sala;cibo;ara,U Sala I cibo CI ara,Un;Salai;cibociara,Un'ala salai cibociara
807,,[Pieni di... frittelle] P I [Un esemplare della rivista] T T [Danzano in un'opera lirica] A [Recipiente da cantina],,
808,,DI mandorle R E rosari RR E siunga U lo si C lama L L A,Dimentic;ch;erosarir;re;si;unguali;dalla,Dimenticare
809,,PE pere,Pere;pereffif,pere
810,senatore;cuna;si,S senatore N cuna S si,Ssenatore;cunansi,Ssenatore cunansi
811,rane;anguille;scafo,MI C rane anguille N U scafo,Micrane;anguillenuo,Micrane anguillenuo
812,centesimi;re;Teti,SC centesimi re P I Teti,Scence;s;Mireti,Scence s'Mireti
813,,Aviaggiare Z ZI progenitrice N corde P gicheri P emergere,,Avviare ZZI progenitrice N corde P gicheri P emergere
814,,DI Gange Natale T,Diga;Natale;Diga;Natale,Diga
815,,Sapiens Canoe Devono Tenero TO,Sapienza;canoe;devono,Sapiens Canoe Devono Tenero TO = Sapiens Canoe Devono Tenero TO
816,,Pisa T Ti Alto NE,Pisa;ti;alto,Pisa T Ti Alto NE = Pisa T Ti Alto
817,arpe;atri,F arpe N atri,Far;penati,Far penati
818,molto;lana;scie,molto N U lana C scie,Molto;Nulana,Molto Nulana
819,,Sala beoni scure U Capri TI solo,,Sala beoni scure U Capri TI solo
820,,Stranieri importate,Stran;i;importate;Stran;i;importate;Stran;i;importate,Strani i importate
821,,Isar T Isar DI,SARDI,I S SARDI
822,,stufa LA B arca petti VA,Stufa;la;barca;p;teti;Stufa;la;barca;p;teti;Stufa;la;barca;p;teti,
823,,NOVI NT,Nove;in;tanti,Novanta
824,media;Nere;sputa;Atena,Giano Nimico,,Giano Nimico
825,,C O n A L Gri M,,Cognati
826,,Leucipa LI Marte A,Le;ucipa;lìmàrte,Le ucipa lìmàrte
827,,DI CIDIMO,Dicci;dimò<|end|><|endoftext|>,Diciamo
828,pungole;nidi;rima;ascia,V pungole nidi P rima C L ascia,Vpungol;en;idipr;maciascia,Vpungol en idipr maciascia
