,word_guesses,first_pass,solution_words,solution
620,rea;ore;oli,CU rea M ore V oli,Cure;amorevoli,Cure amorevoli
621,in;versi;edite;Enza,in versi ON edite ND Enza,Inversione;di;tendenza,Inversione di tendenza
622,epa;arso;presepe;rami,PR epa R arso R presepe rami CI,Preparar;sorprese;per;amici,Preparar sorprese per amici
623,Rodi;Giosue;Ra,P Rodi Giosue T U Ra,Prodigiosa;utura,Prodigiosa utura
624,tra;medi;dito,tra medi T R A dito RI,Trame;di;traditori,Trame di traditori
625,stola;gota;Ande,VA stola gota IL Ande SE,Vasto;lago;tailandese,Vasto lago tailandese
626,tende;rete;nera;tela;posa,AT tende rete nera M EN tela S posa,Attendere;teneramente;la;sposa,Attendere teneramente la sposa
627,con;arpa;re,IN con TR arpa re NTI,Incontrar;parenti,Incontrar parenti
628,presa;remo;tigri,presa GI remo MEN tigri GI,Presagire;momenti;grigi,Presagire momenti grigi
629,pia;chela;data;ginepro;oca;anni,SAp pia TE chela SBA data G ginepro V oca D anni,Sappiate;che;la;sbadataggine;provoca;danni,Sappiate che la sbadataggine provoca danni
630,vita;leva;prete,E vita leva NE prete SE,Evita;le;vane;pretese,Evita le vane pretese!
631,primo;remi,primo P remi O,Primo;premio,Primo premio
632,in;studenti,in FE studenti B I,Infesuse;tibì,Infesuse tibì
633,ara;faro,C ara F faro TTA,Caraffa;rotta,Caraffa rotta
634,frange;re;re;menti,IN frange re I re GO L A menti,Infrangere;i;regolamenti,Infrangere i regolamenti
635,favo;sai;presa,favo L O sai M presa,Favolosa;impresa,Favolosa impresa
636,est;ancia,R est O M ancia,Resto;mancia,Resto mancia
637,ante;Diana,P I ante Diana NAS,Piante;di;ananas,Piante di ananas
638,disco;ore;strato,disco R S ore GI strato,Discorso;registrato,Discorso registrato
639,alto;coda;lana;sci,D alto NI coda L lana sci T A,Daltonico;dalla;nascita,Daltonico dalla nascita
640,bilia;tori,A bilia T tori,Abili;attori,Abili attori
641,artiere;lega;tea;reti,QU artiere E lega N tea reti NO,Quartiere;elegante;aretino,Quartiere elegante aretino
642,sol;desolati,sol desolati FA SE,Sold;esolata,Sold esolata
643,Adige;nove,ST Adige nove SI,Stadi;genovesi,Stadi genovesi
644,avo;avi;Cita,F avo S avi N Cita,Favosavi;vincita,Favosavi vincita
645,arpista;Era;peri;collo,D arpista LIB Era peri L D E collo,Dar;pista;libera;per;il;decollo,Dar pista libera per il decollo
646,unta;bus;ciocco,unta bus ciocco,Un;tabù;sciocco,Un tabù sciocco
647,madido;are;mina;teste,PRI madido M IN are DO mina teste SSO,Prima;di;dominare;domina;te;stesso,Prima di dominare domina te stesso
648,ara;prese;zio;negra;Cam;ode,UN ara P prese N T A zio negra F I Cam ode R NA,Una;rappresentazione;grafica;moderna,Una rappresentazione grafica moderna
649,bacca;teca;asta,bacca R A teca N asta,Baccarate;c;anasta,Baccarate c anasta
650,pedine;con;torri,pedine D A con torri V A,Pedine;da con;torriva,Pedine da con torriva
651,tremanti;lieti,tremanti G lieti N TE,Tre;mantiglie;tinte,Tre mantiglie tinte
652,rum;iri;secchi,AG rum iri N secchi TI,Agrumi;rinsecchiti,Agrumi rinsecchiti
653,cardi;est;dente,cardi N est R I dente,Cardine;stridente,Cardine stridente
654,conti;are;unite,conti N U are unite R,Continuare;un;iter,Continuare un iter
655,ala;chef;ape,M ala TO chef ape NA,Malato;che;fa;pena,Malato che fa pena
656,filo;logoro;mano,filo logoro mano,Filologo;romano,Filologo romano
657,tre;nodi;tori,tre nodi M I N A tori,Treno;di;minatori,Treno di minatori
658,gru;Po;ile,gru P Po D ile O NI,Gruppo;di;leoni,Gruppo di leoni
659,peri;Di;tra;orsi,peri O Di tra S C orsi,Periodi;trascorsi,Periodi trascorsi
660,pero;nata;Pi;ante,PE pero nata Pi C C ante,Peperonata;piccante,Peperonata piccante
661,are;est;ape;ala;rea,F are F est ape R L ala U rea,Fare;festa;per;la;laurea,Fare festa per la laurea
662,vittima;est,IN vittima est RI,Invitti;maestri,Invitti maestri
663,sposi;odi;ale,DI sposi TIV odi GIT ale,Dispositivo;digitale,Dispositivo digitale
664,pie;radice;ami,PE pie radice R ami CA,Peparie;di;ceramica,Peparie di ceramica
665,assale;ara,assale R I P ara TO,Assale;riparato,Assale riparato
666,armadi;avi;dee;ala;onda,L armadi D avi dee R ala F I onda,L;arma;di;Davide;era;la;lancia,L'arma di Davide era la lancia
667,re;redi;ape;reo;osa,C re DE redi S ape reo GN IC osa,Credere;di;sapere;ogni;cosa,Credere di sapere ogni cosa
668,Po;boa,CU Po boa TO,Cupo;boato,Cupo boato
669,fiaba;nata,CUF fiaba G nata,Cuffia;bagnata,Cuffia bagnata
670,prete;remo;eco;dita,prete ND E remo LT eco M O dita,Pretendere;molte;comodità,Pretendere molte comodità
671,ala;Crema,L ala Crema NO,L;alacre;mano,L'alacre mano
672,tram;sardi;porta;porta,C tram sardi porta I N porta,Trams;ardito;di;Porta;in;Porta,Trams ardito di Porta in Porta
673,radar;mine,radar I mine S E,Rada;riminese,Rada riminese
674,baro;seta;tine,baro NE S seta RA N tine,Baronesse;tarantine,Baronesse tarantine
675,lama;toro,lama T toro TTO,Lammatto;rotto,Lammatto rotto
676,arabo;lava;elica,P arabo lava N G elica,Parabola;vangelica,Parabola vangelica
677,astri;arco;rade,L astri C arco N T rade,Lastricar;contrade,Lastricar contrade
678,in;denti;uva;tasca,in CI denti S uva S tasca LA,Incidenti;su;vasta;scala,Incidenti su vasta scala
679,nasi;raspe;nata,U nasi G NO raspe TTI nata,Una;signora;spettinata,Una signora spettinata
680,avi;ara;avola,L avi T ara PID avola,La;vita;rapida;vola,La vita rapida vola
681,asse;lima;canti,T asse L lima N canti,Tasselli;mancanti,Tasselli mancanti
682,tine;rio;alte;nati,I tine RA rio alte R nati VO,Itinerario;alternativo,Itinerario alternativo
683,gru;oca;rosa;do,gru PP oca N O rosa R do,Gruppo;canoro;sardo,Gruppo canoro sardo
684,chino;cono;cono;cera,chino N cono S CE cono S cera,Chi;non;conosce;conoscerà,Chi non conosce conoscerà
685,erta;iris;armi,AV erta NT iris P armi,Aver;tanti;risparmi,Aver tanti risparmi
686,aro;are;alata,UN aro S are G alata,Una;rosa;regalata,Una rosa regalata
687,massi;Ra,massi LU Ra TI,Mas;silurati,Mas silurati
688,attori;star;posa,T R attori star I posa TO,Trattorista;riposato,Trattorista riposato
689,neri;rose,P E neri G O rose,Pene;rigorose,Pene rigorose
690,tris;est;Adige;tee;grata,tris T est O RI Adige N tee MI grata,Triste;storia;di;gente;emigrata,Triste storia di gente emigrata
691,ambi;timo;ori;retti,ambi E N timo LT ori ST retti,Ambienti;molto;ristretti,Ambienti molto ristretti
692,orto;nidi;ala,P orto nidi P ala ZZI,Portoni;di;palazzi,Portoni di palazzi
693,ginepro;onde,PA ginepro F onde,Pagine;profonde,Pagine profonde
694,ava;diamante,ava N CE diamante,Avance;di;amante,Avance di amante
695,Lino;pero;soma;lato,Lino pero soma lato,L;inoperoso;malato,L'inoperoso malato
696,re;re;sol,SP re CA re sol DI,Sprecare;soldi,Sprecare soldi
697,auto;riparo;di,"auto riparo di AT, I",Autori;parodiati,Autori parodiati
698,titolo;oro,VES titolo G oro,Vestito;logoro,Vestito logoro
699,est;arca,P est arca LLI,Pestar;calli,Pestar calli
700,corni;Eros,corni C Eros SA,Cornice;rossa,Cornice rossa
701,pipa;menti,AM pipa R A menti,Ampi;paramenti,Ampi paramenti
702,anta;casa;gradinata,F anta STI casa gradinata LE,Fantastica;sagra;di;Natale,Fantastica sagra di Natale
703,rema;redi;vento,T rema redi S P A vento,Tremare;di;spavento,Tremare di spavento
704,automobili;re,C automobili E re,Cauto;mobiliere,Cauto mobiliere
705,tende;rea;arco,A T tende rea L V arco,Attendere;al;varco,Attendere al varco
706,anta;pollo,S anta pollo NIA,Sant;Apollonia,Sant'Apollonia
707,est;tigri;Giove;oli,V est I tigri Giove RD OG N oli,Vestiti;grigioverdognoli,Vestiti grigioverdognoli
708,assi;ori;orzo,M assi CCI ori NF orzo,Massiccio;rinforzo,Massiccio rinforzo
709,nassa;ori;avi;seno;ami,NO nassa P ori L avi TA seno N ami,Non;assapori;la;vita;se;non;ami,Non assapori la vita se non ami
710,numero;mano,numero mano,Nume;romano,Nume romano
711,arto;acqua;Erato,REP arto acqua R TI Erato,Reparto;acquartierato,Reparto acquartierato
712,ras;nato,MIT ras PIA nato,Mitra;spianato,Mitra spianato
713,Asti;nidi;rocca,B Asti O nidi rocca TI,Bastioni;diroccati,Bastioni diroccati
714,rosi;tassi;est,P rosi tassi LV est RO,Prosit;a;S;Silvestro,Prosit a S. Silvestro
715,teda;ante,teda N Z ante,Tè;danzante,Tè danzante
716,ami;iride;tinella;etto,ami C iride N tinella B etto LA,Amici;ridenti;nella;bettola,Amici ridenti nella bettola
717,est;pere;avi;tori,F est A pere X avi A tori,Festa;per;ex;aviatori,Festa per ex aviatori
718,in;redi;tea;aro,in G redi E N tea M aro,Ingrediente;amaro,Ingrediente amaro
719,elfi;Eros;adipe,B elfi OR Eros adipe SCO,Bel;fiore;rosa;di;pesco,Bel fiore rosa di pesco
720,rei;re;epe,F A rei LP re S epe,Fare;il;presepe,Fare il presepe
721,menti;ari;ari,A U menti T ari FF ari,Aumenti;tariffari,Aumenti tariffari
722,Verdi;are,DO Verdi S F are,Dover;disfare,Dover disfare
723,sitar;tra;panieri;pale,VI sitar tra panieri C E pale RMO,Visitar;Trapani;Erice;Palermo,"Visitar Trapani, Erice, Palermo"
724,sci;alberi;matrici,sci alberi matrici,Scialbe;rimatrici,Scialbe rimatrici
725,alci;ridicolo;re,C alci ATO ridicolo re,Calciatori;di;colore,Calciatori di colore
726,gogna;topo,A gogna topo STO,Agognato;posto,Agognato posto
727,Ero;miss;nari,Ero I CI miss I O nari,Eroici;missionari,Eroici missionari
728,re;conta;nati,re NT I conta M I nati,Renticont;contaminati,Renticont contaminati
729,pere;remi;ali;ditali,pere S T remi M ali R I M E ditali,Per;estremi;mali;rimedi;tali,Per estremi mali rimedi tali
730,ave;avi,ave R L avi N TA,Averla;vinta,Averla vinta
731,Ares;nidi;manti,F Ares OG nidi SAR manti,Fare;sogni;disarmanti,Fare sogni disarmanti
732,re;rene;prese;tema;pera;rene;mani,C re DE rene L prese N tema S pera rene L DO mani,Credere;nel;presente;ma;sperare;nel;domani,"Credere nel presente, ma sperare nel domani"
733,gerle;assi;diari;tele,LEG gerle M assi ME diari STO tele,Legger;le;massime;di;Aristotele,Legger le massime di Aristotele
734,terno;mi;Ero,E terno mi S T Ero,Eterno;mistero,Eterno mistero
735,Australia;enti,CL Australia M BI enti,Claustrali;ambienti,Claustrali ambienti
736,attico;raggio,P attico raggio SI,Patti;coraggiosi,Patti coraggiosi
737,come;nari,"come TI, nari A",Comet;in;aria,Comet in aria
738,prime;Emirati;etto,ES prime RSI Emirati L etto,Esprimersi;em;irato,Esprimersi em irato
739,radio;di;agente,I radio di OS agente,Ira;di;odiosa;gente,Ira di odiosa gente
740,attinie;tea;fa;ode;rosi,attinie N tea F fa T T ode C O rosi,Atti;niente;affatto;decorosi,Atti niente affatto decorosi
741,re;bobina;osti,P re bobina S C osti,Prebobin;ascosti,Prebobin ascosti
742,stie;stie,B E stie R E stie,Bestie;restie,Bestie restie
743,peri;redi;etto,S U peri O redi R etto,Superiore;diretto,Superiore diretto
744,Siam;ore,A Siam I N ore,Asia;Minore,Asia Minore
745,picche;odi;sci;pera,picche T T odi sci O pera NTI,Picchetto;di;scioperanti,Picchetto di scioperanti
746,assi;arse;Ra;re,SC assi N arse R Ra TU re,Scassinar;serrature,Scassinar serrature
747,rande;aste;Rodi;ore,G rande MO N aste Rodi S U ore,Grande;monastero;di;suore,Grande monastero di suore
748,anca;ali;erede;ora,GR anca V ali erede C ora TO,Gran;cavaliere;decorato,Gran cavaliere decorato
749,sacco;ala;mi;conca;ore,sacco L G ala mi C O conca L ore,S;accogla;l;amico;con;calore,S'accogla l'amico con calore
750,Fermat;est,AF Fermat est AR,Affermate;star,Affermate star
751,con;topo;alato,con topo C OS alato,Conto;poco;salato,Conto poco salato
752,Ande;astro;nomi,ST Ande NOG astro nomi CO,Stand;enogastronomico,Stand enogastronomico
753,Eva;ore;scale,Eva S ore F I scale,Evasore;fiscale,Evasore fiscale
754,arco;nani;otre;Dante,ST arco nani M otre P I Dante,Star;con;animo;trepidante,Star con animo trepidante
755,conci;toro;greto,conci S toro S E greto,Concistoro;segreto,Concistoro segreto
756,ali;coni;ciarle,M ali N coni ciarle R SO,Malinconici;arleso,Malinconici arleso
757,denti;mal;Ati;carissimi,I denti mal IZZ Ati carissimi TA,Identimali;zatticar;i;simita,Identimali zatticar i simita
758,capi;centimani,capi E N centimani C H E,Capience;timaniche,Capience timaniche
759,asso;sifone,SP asso sifone MI,Spassosi;fonemi,Spassosi fonemi
760,viole;mani,viole NTI U mani,Violenti;umani,Violenti umani
761,nostrano;esteri;ed;corso,U nostrano esteri L ed I S corso,Uno;strano;è;sterile;discorso,Uno strano è sterile discorso
762,mici;di;lime;cani,mici di A lime C cani S MI,Micidiali;meccanismi,Micidiali meccanismi
763,ala;nidi;asino;oro,ES ala ZI O nidi G asino D oro,Esalazioni;di;gas;inodoro,Esalazioni di gas inodoro
764,Bambi;note;star;do,Bambi note star do,Bambino;testardo,Bambino testardo
765,esca;remo;ore,P esca remo R M ore,Pescare;mormore,Pescare mormore
766,mini;trono,mini S trono TO,Ministro;noto,Ministro noto
767,armadio;ginestra,armadio RI ginestra NA,Arma;di;origine;strana,Arma di origine strana
768,dive;mani;radici;arsi,dive R S A mani E radici B arsi,Diversa;maniera;di;cibarsi,Diversa maniera di cibarsi
769,cella;reo;in,MA cella reo V in I,Macellare;ovini,Macellare ovini
770,presepe;fette;tacco,presepe R fette DI tacco NI,Prese;perfette;di;Tacconi,Prese perfette di Tacconi
771,ava;are;are,ava N Z are are T E,Avanzare;a;rete,Avanzare a rete
772,asse;otri;strale,asse G N otri ME strale,Assegno;trimestrale,Assegno trimestrale
773,Alpi;arditi;ore,P Alpi T arditi M ore,Palpitar;di;timore,Palpitar di timore
774,bar;aratri;est,S bar C aratri est E,Sbarcar;a;Trieste,Sbarcar a Trieste
775,busto;Roma;tic,AR busto A Roma tic O,Arbusto;aromatico,Arbusto aromatico
776,mine;Ron;eco;ave,mine S T Ron eco N F ave,Minestrone;con;fave,Minestrone con fave
777,Belgio;torero;mani,Belgio C A torero mani STA,Bel;giocatore;romanista,Bel giocatore romanista
778,porta;avido,porta CHI avido RO,Portachiavi;d;oro,Portachiavi d'oro
779,orme;colo,EN orme ZOC colo,Enorme;zoccolo,Enorme zoccolo
780,anitre;manti;ore,M anitre manti D A M ore,Mani;tremanti;d;amore,Mani tremanti d'amore
781,amo;ore;ali,F amo S ore ali T Y,Famoso;reality,Famoso reality
782,Edipo;chiave;re,Edipo chiave re,È;di;pochi;avere,È di pochi avere
783,odi;Esse;spider;Ra,C odi Esse spider Ra TO,Codise;spie;derato,Codise spie derato
784,con;tori;ara,con tori N C ara T O,Conto;rincarato,Conto rincarato
785,stop;erba;are,PO stop erba L L are,Posto;per;ballare,Posto per ballare
786,api;spera;lidi;nato,L api spera BI lidi SE G nato RI,Lapis;per;abili;disegnatori,Lapis per abili disegnatori
787,mari;anni,TRA mari NG anni,Tramar;inganni,Tramar inganni
788,su;Per;bidoni,su Per bidoni,Superbi;doni,Superbi doni
789,orma;enorme,RIF orma R enorme,Riformare;norme,Riformare norme
790,Napoli;seri;iene;isola,STI Napoli S seri Z iene isola I,Stinap;olisserie;zie;neisò,Stinap olisserie zie neisò
791,navi;tosa;ava;ossa,U navi S tosa CR ava TT A R ossa,Una;vistosa;cravatta;rossa,Una vistosa cravatta rossa
792,Ate;tra;canti,UN Ate tra canti N A,Una;tetra;cantina,Una tetra cantina
793,Ares;cena,F Ares cena TE,Fare;scenate,Fare scenate
794,agli;agli;est;menti,T agli agli I NV est I menti,Tagli;agli;investimenti,Tagli agli investimenti
795,valle;tese,valle T tese X Y,Vallette;sexy,Vallette sexy
796,anta;rei;ali;nome;odi;cocomero,C anta UT O rei T ali A nome L odi cocomero N,Cantautore;italiano;melodico;come;Ron,Cantautore italiano melodico come Ron
797,nano;sa;tele;nove,U nano IO sa tele nove LA,Una;noiosa;telenovela,Una noiosa telenovela
798,remi;seno;vela,T remi S seno vela D Y,Tre;miss;e;nove;lady,Tre miss e nove lady
799,Ate;alette;aria,M Ate RI alette R aria,Materia;letteraria,Materia letteraria
800,erba;muta;tasti,S erba RIM muta tasti M A,Serbar;immutata;stima,Serbar immutata stima
801,Poe;Lacoste;ali,Poe SI Lacoste C ali CA,Poesia;costecalica,Poesia costecalica
802,teste;di;urne,PRO teste di urne,Proteste;diurne,Proteste diurne
803,picco;Eva;Eros,picco L Eva SCH Eros A,Piccole;vasche;rosa,Piccole vasche rosa
804,colli;netta;chef;rana,colli netta chef rana,Collinetta;che;frana,Collinetta che frana
805,sette;savane,sette RIR savane SE,Setter;irsavane,Setter  irsavane
806,pie;Eva,pie D Eva LGO,Piede;valgo,Piede valgo
807,bricco;nero;antico,bricco nero M antico,Briccone;romantico,Briccone romantico
808,di;scodella;alla,di scodella C alla S,Disco;della;Callas,Disco della Callas
809,re;amo;in;onda,re C L amo in F onda TO,Reclamo;infondato,Reclamo infondato
810,tempio;uri,tempio S C uri,Tempi;oscuri,Tempi oscuri
811,accetta;eco;si;liuti,accetta R eco N si G liuti LI,Accettare;consigli;utili,Accettare consigli utili
812,ante;Adige;va,L AL ante RN Adige NO va,La;lanterna;di;Genova,La lanterna di Genova
813,vetri;tine,N O vetri E S tine,Nove;triestine,Nove triestine
814,Alpi;tea;tesa,P Alpi TAN tea T tesa,Palpitante;attesa,Palpitante attesa
815,romani;ape;etto,GI romani C ape RF etto,Giromanica;perfetto,Giromanica perfetto
816,radi;nate;remi,G radi nate G remi T E,Gradinate;gremite,Gradinate gremite
817,tesa;Ionio;rose,MOL tesa NZ Ionio N E rose,Molte;sanzioni;onerose,Molte sanzioni onerose
818,oli;noci;antenne,T OP oli noci N Q U antenne,Topolino;cinquantenne,Topolino cinquantenne
819,tag;diva;rime,S tag E diva rime SI,Stage;di;vari;mesi,Stage di vari mesi
820,radici;aste;agli,F radici aste R P agli A,Fradicia;sterpaglia,Fradicia sterpaglia
821,avo;ora;nato,L avo R ora FFI nato,Lavoro;raffinato,Lavoro raffinato
822,ali;erta,L ali B erta,La;libertà,La libertà
823,Allen;are;eredi,Allen T are L eredi N I,Allentare;le;redini,Allentare le redini
824,are;etto,F are FF etto,Far;effetto,Far effetto
825,pieno;tede;lati,COP pieno tede L lati VU,Coppie;note;della;tivù,Coppie note della tivù
826,est;remo;rigo;re,est remo rigo re,Estremo;rigore,Estremo rigore
827,ala;coni;chiostro,C ala M A I coni N chiostro,Calamai;con;inchiostro,Calamai con inchiostro
828,tra;man;uova,tra man uova,Trama;nuova,Trama nuova
829,neve;ali,PIN neve N TR ali,Pinne;ventrali,Pinne ventrali
830,si;cachet;menta,MU si cachet O R menta,Musica;che;tormenta,Musica che tormenta
831,oli;mente;angoli;oca;tori;tacco,S oli TA mente F angoli GI oca tori D A T tacco,Solitamente;fan;gol;i;giocatori;d;attacco,Solitamente fan gol i giocatori d'attacco
832,menti;pia;oli,M O menti pia CE V oli,Momenti;piacevoli,Momenti piacevoli
833,osso;lana;mici,GR osso lana CO mici TA,Grossolana;comicità,Grossolana comicità
834,con;danza;intere,con COR danza D intere SSI,Concordanza;d;interessi,Concordanza d'interessi
835,ave;avo;cero,ave R L avo cero CA,Aver;la;voce;roca,Aver la voce roca
836,raggio;oli;tic,CO raggio SAP oli tic A,Coraggiosa;politica,Coraggiosa politica
837,in;ile;orzo,in U T ile SF orzo,Inutile;sforzo,Inutile sforzo
838,rivo;epa;rose,rivo L T epa U rose,Rivolte;paurose,Rivolte paurose
839,sporta;remo;tori,E sporta remo L tori S O,Esportare;molto;riso,Esportare molto riso
840,pira;remo;tasti,IS pira remo L tasti MA,Ispirare;molta;stima,Ispirare molta stima
841,ambi;tee;re;dita,ambi tee re dita,Ambite;eredità,Ambite eredità
842,setter;lettori,setter I F lettori,Sette;riflettori,Sette riflettori
843,cunicolo;si,AL cunicolo S si,Alcuni;colossi,Alcuni colossi
844,va;va;espressi,E va SI va espressi ON E,Evasiva;espressione,Evasiva espressione
845,semi;seri,FAL semi seri E,False;miserie,False miserie
846,ali;nasi;liana,S ali nasi C I liana,Salina;siciliana,Salina siciliana
847,Po;rete;poli,Po VE rete N D O poli,Povere;tendopoli,Povere tendopoli
848,ritto;reni;lista,SC ritto reni CH I lista,Scrittore;nichilista,Scrittore nichilista
849,pia;rete;Reni,S pia NA rete R Reni,Spianare;terreni,Spianare terreni
850,lama;oca;oca;oca,lama T oca L CI oca RI oca,L;amato;calcio;carioca,L'amato calcio carioca
851,in;lire;ami,in U T I lire C L ami,Inutili;reclami,Inutili reclami
852,serra;ante,LA serra D I ante,Laser;radiante,Laser radiante
853,paperi;alata,RA paperi NS alata,Rapa;per;insalata,Rapa per insalata
854,pia;re;con;divi,pia C E re con divi SO,Piacere;condiviso,Piacere condiviso
855,rive;rive;chiavi,rive D E rive C chiavi,Riveder;i;vecchi;avi,Riveder i vecchi avi
856,menta;ore;pero,MO menta NE ore CU pero,Momentaneo;recupero,Momentaneo recupero
857,con;ori;atto,con T ori F atto,Conto;rifatto,Conto rifatto
858,tre;maghi;otto;neri,E S tre maghi otto neri A,Estrema;ghiottoneria,Estrema ghiottoneria
859,curie;Sem,OS curie Sem PI,Oscuri;esempi,Oscuri esempi
860,mahout;ossa,mahout OL ossa L I,Mahou;tollossali,Mahou tollossali
861,rada;stiva;pera;vere;etto,TA rada S stiva RE pera vere I L N etto,Tara;da;stivare;per;avere;il;netto,Tara da stivare per avere il netto
862,ara;dio;Era,UN ara dio LI B Era,Una;radio;libera,Una radio libera
863,bacca;aranci,bacca L aranci D O,Baccalà;rancido,Baccalà rancido
864,macaco;re;eco;orata,A macaco N re T eco L orata,Amaca;con;rete;colorata,Amaca con rete colorata
865,melo;di;amo;sedile;ha,melo di EF amo sedile ha R,Melodie;famose;di;Lehar,Melodie famose di Lehar
866,irato;reo;timo,T irato reo T timo,Tiratore;ottimo,Tiratore ottimo
867,orata;cagna,M orata C cagna,Mora;taccagna,Mora taccagna
868,rime;rime;orti,OPP rime rime N O F orti,Opprimer;i;meno;forti,Opprimer i meno forti
869,man;che;fa;Cile,man che fa Cile,Manche;facile,Manche facile
870,sante;irosa,CRI sante M irosa,Crisantemi;rosa,Crisantemi rosa
871,Po;sorci;si,S Po N sorci NE si,Sponsor;cinesi,Sponsor cinesi
872,seme;isba;lime,seme DIT isba G lime N O,Se;mediti;sbagli;meno,Se mediti sbagli meno
873,setter;oste;ali;peri;orso;remi,setter ISP oste V ali D E peri L CO NC orso A P remi,Sette;risposte;valide;per;il;concorso;a;premi,Sette risposte valide per il concorso a premi
874,porta;tiretti;fiche;porta,IM porta N tiretti fiche AP porta TE,Importanti;rettifiche;apportate,Importanti rettifiche apportate
875,malta;olio;oli,CUO malta ST olio MAI oli,Cuoma;lat;astolio;m;aiolini,Cuoma lat astolio m aiolini
876,regge;palla;di,regge palla di AN E,Regge;palladiane,Regge palladiane
877,pesco;volto,PO pesco N volto,Pope;sconvolto,Pope sconvolto
878,teso;erta,AR teso FF erta,Arte;sofferta,Arte sofferta
879,rovi;cielo;tane,P rovi N cielo N tane,Province;lontane,Province lontane
880,versi;nido;rette,versi O nido P E rette,Versioni;d;operette,Versioni d'operette
881,medi;Cile,E SA medi FFI Cile,Esame;difficile,Esame difficile
882,Irlanda;micio;Ande,OSP Irlanda micio L Ande SI,Ospirland;amici;olandesi,Ospirland amici olandesi
883,listino;dame;cani,SO listino R dame R I cani,Solisti;nordamericani,Solisti nordamericani
884,Coppi;menti;ori;ali,A C Coppi A menti ori G I N ali,Accoppiamenti;originali,Accoppiamenti originali
885,lista;epa;sale,lista NT epa S sale STO,L;istante;passa;lesto,L'istante passa lesto
886,Matera;saio;pero,Matera S saio O pero SO,Materassai;operoso,Materassai operoso
887,zia;tir;polli,VI zia tir A M polli,Viziati;rampolli,Viziati rampolli
888,ape;nane;osa,UN ape RSO nane RV osa,Una;persona;nervosa,Una persona nervosa
889,sta;per;recare,sta M per A recare,Stampé;rare;care,Stampé rare care
890,porta;icone;re;maga;ante,COM porta RS icone ST re maga L ante RIA,Comportarsi;con;estrema;galanteria,Comportarsi con estrema galanteria
891,melo;tane,OR melo N tane,Orme;lontane,Orme lontane
892,eredi;mani;ala,E SS eredi mani C ala RGA,Essere;di;manica;larga,Essere di manica larga
893,re;para;dama;giare,P re para R E dama N giare,Preparare;da;mangiare,Preparare da mangiare
894,la;nome;nodi;gente,la L UN nome nodi L I gente,L;alunno;meno;diligente,L'alunno meno diligente
895,tra;noci;noce,S tra noci C A noce,Strano;cicanocene,Strano cicanocene
896,tanga;ape;oli;Era,S tanga T ape T R oli F Era,Stangata;petrolifera,Stangata petrolifera
897,serti;pii;lenti,ES serti pii ND O lenti,Esser;tipi;indolenti,Esser tipi indolenti
898,ari;posta;auto;aria,U N ari S posta auto RI T aria,Una;risposta;autoritaria,Una risposta autoritaria
899,serve;re;con,ES serve re con DI,Esser;verecondi,Esser verecondi
900,rive;Siviglia;Chieti;Chio,rive LAR Siviglia C Chieti R Chio NI,Rivelarsi;vigliacchi;e;tirchioni,Rivelarsi vigliacchi e tirchioni
901,pari;avana;tic,V I pari ST avana tic O,Vip;aristanatico,Vip aristanatico
902,col;fango;lana,col fango lana,Colf;angolana,Colf angolana
903,asse;soda;oca;oro;mente,asse N soda T oca L oro S A mente,Assenso;dato;calorosamente,Assenso dato calorosamente
904,di;ore,E di P ore,Edipo;re,"""Edipo re"""
905,orme;boa,EN orme boa TO,Enorme;boato,Enorme boato
906,ala;ara,UN ala C UN ara RA,Una;lacuna;rara,Una lacuna rara
907,ottico;orate,B ottico L orate,Botti;colorate,Botti colorate
908,lepri;tappeto;cane,lepri M E tappeto S cane,Le;prime;tappe;toscane,Le prime tappe toscane
909,Inter;stadi;ferita,Inter V I stadi F ferita,Intervista;differita,Intervista differita
910,orari;mine,DI M orari mine SE,Dimora;riminese,Dimora riminese
911,orci;la;mi,CO L orci C la mi NO,Color;ciclamino,Color ciclamino
912,manesco;fitte,U manesco N fitte,Umane;sconfitte,Umane sconfitte
913,dingo;teli,RE dingo teli S A,Redingote;lisa,Redingote lisa
914,angelo;orate,FR angelo G orate,Frange;logorate,Frange logorate
915,Bacco;ente,PU Bacco GLI ente,Pub;accogliente,Pub accogliente
916,poster;latte,TE poster latte SA,Tipo;s;terlata,Tipo s' terlata
917,rade;anta,LO rade I F anta SMI,L;ora;dei;fantasmi,L'ora dei fantasmi
918,ambi;rei;cavolo;gora,C ambi A rei L cavolo gora TO,Cambiare;il;cavo;logorato,Cambiare il cavo logorato
919,ara;fari,F ara F fari,Far;affari,Far affari
920,pera;tori;pero,DIS pera tori C U pero,Disperato;ricupero,Disperato ricupero
921,don;ape;camino,don N ape C camino SA,Donna;peccaminosa,Donna peccaminosa
922,ara;piedi;retti,D ara M piedi retti VE,Dar;ampie;direttive,Dar ampie direttive
923,di;trattore;viso,di S trattore viso RE,Distratto;revisore,Distratto revisore
924,eco;rosone;zio,D eco rosone G O zio,Decoroso;negozio,Decoroso negozio
925,ambi;oche;pera;amo,B ambi N oche O pera amo DO,Bambino;che;opera;a;modo,Bambino che opera a modo
926,Eros;nato;redini,FI Eros E nato redini ZZA,Fiero;senatore;di;Nizza,Fiero senatore di Nizza
927,odi;tait;ali,P odi S tait ali ANO,Podista;italiano,Podista italiano
