,word_guesses,first_pass,solution_words,solution
624,tre;nodi;ante,tre nodi S T ante,Treno;distante,Treno distante
625,ava;pia;tiara,L ava pia T tiara BI,Lavapiatita;rabì,Lavapiatita rabì
626,su;remo;est,su BI remo L est IE,Subire;molesti,Subire molesti
627,si;mi;re;re;di,E si mi O re V E re N di,Esimio;reverendi,Esimio reverendi
628,ali;Eva;ante,UN ali EV Eva R I ante,Una;lievo;variante,Una lievo variante
629,assi;ara;nato,T assi ST ara PI nato,Tassista;ripinato,Tassista ripinato
630,toga;Sam,AT toga LE Sam,Atto;gelasam,Atto gelasam
631,verme;ora;di;Cipro;onde,A verme SS ora di Cipro F onde,Aver;messo;radici;profonde,Aver messo radici profonde
632,ora;lodi;pollo,ora C O lodi A pollo,Orcolod;io;pollo,Orcolodio io pollo
633,colo;arpe;gas;est,colo C arpe R SO gas est E,Colocar;persogas;estate,Colocar persogas estate
634,elmi;colo,B elmi RA colo,Bel;miracolo,Bel miracolo
635,manichini;torero;ore,manichini P torero A T ore,Manichinip;t;oratore,Manichinip t'oratore
636,fa;nomi;coli,fa N nomi R A coli,Fano;mirarali,Fano mirarali
637,costa;re;sci,AC costa re LU sci O,Accostare;l;uscio,Accostare l'uscio
638,lente;su;sta,VA lente su RFI sta,Valente;surfista,Valente surfista
639,ceste;testa;capo;agente,F ceste N testa N capo COL agente,Fce;stentà;stanca;poco;la;gente,Fce stentà stanca poco la gente
640,per;auto;pista,O per auto pista,Opera;topista,Opera topista
641,re;la;re;re;oca;re,C re A la MO re PU re oca L O re,Crea;l;amore;pure;ocale,Crea l'amore pure ocale
642,con;etti;osti,con C etti osti CI,Concetti;ostici,Concetti ostici
643,bar;arca;erme,bar RI C arca S erme,Barricar;caserme,Barricar caserme
644,re;tomo;bilia,re D DI tomo bilia RE,Reddito;mobiliare,Reddito mobiliare
645,mici;zie;re;oli,A mici zie D U re V oli,Amicizia;duratelo,Amicizia duratelo
646,avo;ressa;rana,F avo ressa MB rana,Favorre;sambrana,Favorre sambrana
647,zio;neo;rosa,NA zio neo P E rosa,Nazione;operosa,Nazione operosa
648,ovino;retto,AG ovino R retto,Agov;inorretto,Agov inorretto
649,raggio;do,OLT raggio do OSI,Oltrego;doosi,Oltrego dosi
650,i;nodi;Po;Tate,i nodi nodi Po Tate,Inondino;diotate,Inondino diotate
651,serena;obelisco;visi,I serena L obelisco visi VI,I;serenalo;bicovisivivi,I serenalo bicovisivivi
652,fa;in;nato,fa SO in C RI nato,Faso;incrinato,Faso incrinato
653,servi;teda;lira,E S servi N teda L lira,Esser;vint;eda;lirà,Esser vintedà' lirà
654,Grow;madia;coli,Grow O RA madia S coli,Growora;ma;discoli,Growora ma discoli
655,re;edil;ria,F re S edil NG ria,Fresse;dingria,Fresse dingria
656,ibis;nido;nidi,ibis O G nido G nidi,I;bisogni;d;ondi;gni,I bisogni d'ondi gni
657,pia;seno;nubi,pia N U seno nubi AN A,Pianuse;nonubiana,Pianuse nonubiana
658,i;epa;cuna,G i N D epa N cuna,Ginde;pancuna,Ginde pancuna
659,treno;code;tasse,treno V E L code tasse,Tre;novelle;codetasse,Tre novelle codetasse
660,colle;cima;tini,colle R I cima RI tini,Collerici;maritini,Collerici maritini
661,fa;cola;scope,fa cola SA scope RTA,Facolasa;scoperta,Facolasa scoperta
662,re;pelle;lastra,ST re pelle L lastra DA,Strepella;lastra;dada,Strepella lastra dada
663,va;va;per,E va SI va per ON E,Evasiva;peronese,Evasiva peronese
664,est;ari;ante,SI est ari P O S ante,Sietar;iposante,Sietar iposante
665,ala;leve;est;oli;anestetica,SC ala leve R est I NS oli T anestetica,Scalale;v;eresti;no;litanestetica,Scalale v'eresti no litanestetica
666,ritto;reo;Eros,SC ritto reo P Eros O,Scrittore;operoso,Scrittore operoso
667,conte;ore;pie,conte N IT ore pie NO,Contenitore;pieno,Contenitore pieno
668,Ciad;est;ari,FO Ciad est U ari O,Foco;ad;estuario,Foco ad estuario
669,in;tino;dio,L in tino dio RO,Lintino;di;oro,Lintino di oro
670,tre;nodi;toro;tori,tre nodi R E T toro MA tori N O,Treno;diretto;Roma;Torino,Treno diretto Roma-Torino
671,pia;sacco;dita;duna;re,pia N sacco PE R dita duna M O re,Pianosa;co;perdita;d;un;amore,Pianosa co perdita d'un amore
672,vini;epa;cola,O vini CH epa S cola NO,Ovini;che;pascolano,Ovini che pascolano
673,ali;nero,V ali nero DA,Valiner;odada,Valiner odada
674,nani;letto;lirico,U nani MA letto AL lirico,Un;animaletto;allirico,Un animaletto allirico
675,rio;ara;azza,CU rio S ara G azza,Curiosa;ragazza,Curiosa ragazza
676,mesti;chef;neri,D O mesti chef I neri NE,Domestiche;freniere,Domestiche freniere
677,tino;est;ori,tino G H est ori CHE,Tinghesto;richeche,Tinghesto richeche
678,asso;lenti,B asso PO lenti,Basso;polentini,Basso polentini
679,bus;pero;avi;ava,O bus pero R A L avi T ava,Obu;spo;per;al;vita;va,Obu spo per al vita va
680,tina;chine,tina chine G U S,Tinachi;negus,Tinachi negus
681,viole;tomo,viole N tomo RBO,Violento;morbo,Violento morbo
682,lente;mina,VA lente L E mina,Valente;lemina,Valente lemina
683,capo;teca;di;si,capo A teca L di S si MA,Capota;celidissima,Capota celidissima
684,capi;radice;re,capi TA radice M B re,Capitar;a;dicembre,Capitar a dicembre
685,re;do;soma;teso,INC re do O soma L IN teso,Incordoso;malinteso,Incordoso malinteso
686,pane;sega,JA pane sega ME,Japane;sega;mese;gavaglie,Japane sega (mese) gavaglie
687,rete;rade;orma,rete HI E rade F orma TA,Retehiera;deformata,Retehiera deformata
688,re;arpe,re C arpe N A,Recar;pena,Recar pena
689,prete;denti;moro,prete N denti A moro SI,Pretenzioni;amorosi,Pretenzioni amorosi
690,avo;manico;erma,T avo manico L F erma,Tavoman;icolferma,Tavoman icolferma
691,ripe;rime;ali,M U ripe rime T R ali,Muri;perimetrali,Muri perimetrali
692,ami;come,ami come S T O,Amico;mesto,Amico mesto
693,agli;odi;assi;razione,T agli AND odi assi C U razione,Tagliando;di;assicurazione,Tagliando di assicurazione
694,erede;chilo,OP erede S chilo,Operé;d;eschilo,Operé d'eschilo
695,nero;bus,PIN nero bus TE,Pine;robuste,Pine robuste
696,nasi;posta;su;dente,U nasi S posta su A dente,Una;sosposta;sudadente,Una sosposta sudadente
697,pila;Roma;mora,pila ST Roma R mora O,Pilastro;romoroso,Pilastro romoroso
698,porta;rete;bilia;tacchi,SOP porta rete R RI bilia T tacchi,Sopportare;terribili;attacchi,Sopportare terribili attacchi
699,re;madia;asso,C re madia N AN asso,Cremà;di;ananasso,Cremà di ananasso
700,aderenti;ori;medi,S B aderenti V ori medi O,Sbaderente;vormeio,Sbaderente vormeio
701,pira;rea;dio,AS pira rea LP O dio,Aspirare;al;podio,Aspirare al podio
702,posa;tela;reo,RI posa N tela VO reo,Riposante;lavereo,Riposante lavereo
703,col;edile;anno,col Z edile V R anno,Colze;di;levranno,Colze di levranno
704,remi;remo;agente,P remi A remo LT agente,Premiare;molto;genti,Premiare molto genti
705,ellissi;oste;freccia,B ellissi M oste N freccia,Bellissimo;stentaccia,Bellissimo stentaccia
706,Al;vento;otto;do,Al vento otto T A do,Alvent;ottote;tado,Alvento ottote tado
707,in;ovino;re;Giano,in R ovino T re V I Giano,Inro;vino;trevigiano,Inro vino trevigiano
708,lista;zar;etto,lista N zar E S etto,L;istanza;resetto,L'istanza resetto
709,di;mora;rea;tese,di mora rea tese N O,Dimorare;a;Teseño,Dimorare a Teseño
710,artica;nero;lato,C artica nero TO lato,Cartica;notolato,Cartica notolato
711,agli;latte;raggio,SB agli AR latte R raggio,Sbagliar;a;tratteraggio,Sbagliar a' tratteraggio
712,avo;tesi;agli;amo;pera;erme;dita;nodo,avo L tesi S B agli amo L TO pera V erme dita T O nodo CO,A;volte;si;sbaglia;molto;per;aver;detonato;doco,A volte si sbaglia molto per aver detonato doco
713,ostici;letto,F ostici GO letto,Fosti;c;igoletto,Fosti cigoletto
714,sola;tomo;gas,CON sola tomo NE gas CO,Consolato;monegasco,Consolato monegasco
715,more;tasca;rete;agente,LA more tasca S CE rete L agente,L;amore;ta;scascare;se;tale,L'amore ta scascare se tale
716,re;lame;tina;ali,re G O lame N tina V ali,Regolamenti;navali,Regolamenti navali
717,cena;si;ante,L cena S si O N ante,Le;cassionesiane,Le cassionesiane
718,cori;oca;Ade,cori A C E oca MP Ade,Coriaceo;capade,Coriaceo capade
719,accetta;perle;orsi,IN accetta perle ST orsi O NI,Inaccettabile;storsioni,Inaccettabile storsioni
720,api;medi;ile,G api RR I medi A B ile,Gap;irrimediabile,Gap irrimediabile
721,medi;Ati;erme,I M medi AT Ati N F erme,Immediatà;tineferme,Immediatà tineferme
722,ara;azza;di;sant;ile,UN ara G azza di S sant N IB ile,Una;ragazza;disantibiliale,Una ragazza disantibiliale
723,orto;otre;oca,orto G RA otre R oca,Ortograo;treroca,Ortograo treroca
724,resti;tina;tana,resti PO R tina tana T A,Rest;importina;tanatata,Rest importina tanatata
725,picco;esca;Tell,picco L esca PPA Tell E,Piccole;scappatelle,Piccole scappatelle
726,mina;erica;tori,mina CC erica TTA tori E,Minacce;ricattatori,Minacce ricattatori
727,Ares;Era;Ebe;asso,D Ares Era T Ebe N E asso,Dare;serate;beneasso,Dare serate beneasso
728,azze;conta;agente,PI azze conta NT agente,Piazza;con;tanta;gente,Piazza con tanta gente
729,aspo;dente,RUB aspo R dente,Rubaspo;ridente,Rubaspo ridente
730,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;mar;ilontani,Volar verso mar ilontani
731,per;radar;asta;con;aviatori,per radar I M asta con T aviatori,Perradar;imastac;vatiatori,Perradar imastac vatiatori
732,nodo;duna;va,A nodo duna P I va,Anodo;d;una;piva,Anodo d'una piva
733,tori;cova,S tori cova T E,Storico;vate,Storico vate
734,lacci;note;assi;targa,lacci note O S assi T A R targa,L;accinote;ossitarrarga,L'accinote ossitarrarga
735,gli;armi;gli;ori,V A gli armi gli ori E,Vagliar;militoglie,Vagliar militoglie
736,ambi;redi;ari,C ambi A redi N ari,Cambiare;dinari,Cambiare dinari
737,ape;Riad;esca,AL ape Riad AN T esca,Alaperei;danteesca,Alaperei danteesca
738,anta;perla;rada,C anta RE perla ST rada,Cantare;per;la;strada,Cantare per la strada
739,oca;in;ape;Isacco,GI oca in L L ape Isacco A,Gioca;in;lapeis,Gioca in lapeis
740,anca;topi;Tell,M anca topi AT Tell O,Mancato;piattello,Mancato piattello
741,bacca;oca;tane,TA bacca I oca tane S E,Tabaccaio;catanese,Tabaccaio catanese
742,avara,BAN avara,Banava;rara,Banava rara
743,mini;Era;dente,CI mini Era C A dente,Cinimiera;cadente,Cinimiera cadente
744,stiva,VA stiva NI,Vasti;vani,Vasti vani
745,fa;si;per;do;re,fa R si per do N A re,Farsi;perdonare,Farsi perdonare
746,orma;nodi;stie,F orma nodi N A stie,Formano;dinastie,Formano dinastie
747,code;code;code,code D IS code PO tcode PO t,Codidisco;deporto,Codidisco deporto
748,musi;rete;castelnuovo,musi C rete LE castelnuovo LE,Musici;retelecastelnuovo,Musici retelecastelnuovo
749,etto;ciocco;tini,U etto DI ciocco LA tini,Ue;todi;ci;occolatini,Ue todi ci occolatini
750,assi;mi;ile,G U assi mi T A B ile,Gusa;simiatabile,Gusa simiatabile
751,ambi;ori,ambi ZI O ori R E,Ambizioso;rie,Ambizioso rie
752,merli;raggi,R E merli I P A raggi,Remerli;pia;raggi,Remerli pia raggi
753,mina;arpe;non,mina N T arpe non NI,Minantar;penonini,Minantar penonini
754,acceso;denti;diga;colo,F acceso RRI denti diga I colo NI,Faccé;sorridenti;di;gai;coloni,Faccé sorridenti di gai coloni
755,ellissi;avo,ellissi T I C avo,Ellissitica;vo,Ellissitica vo
756,Sem;mina;capo;sai,Semmina capo sai,Semminac;opsai,Semminac opsai
757,perle;si,S A perle si TO,Saper;l;esito,Saper l'esito
758,in;capo;in,F in capo TU in E,Fincà;potuine,Fincà potuine
759,re;la;fa;ara,P re la fa A M ara,Prelata;familia,Prelata famiglia
760,tori;mici;cani,A T tori C O mici TO S cani,Attori;comici;toscani,Attori comici toscani
761,ara;remi,G ara CO N P remi,Gara;con;premii,Gara con premii
762,avi;diari,G R avi SSI diari,Gravissi;diari,Gravissi diari
763,balle;nana;tana,balle R I nana PO LE tana,Ballerina;napoletana,Ballerina napoletana
764,oste;ambi;teda;arti;la,C oste L ambi teda LM arti R la NO,Coste;lambite;dal;mar;tirarla,Coste lambite dal mar tirarla
765,Po;palma;chele;nati,Po R TI palma chele S IO nati,Portip;amachele;somnati,Portip amachele somnati
766,peri;ode;astori,peri O D ode LL astori A,Periodo;della;storia,Periodo della storia
767,ori;simili;tino,"ori EN, simili S tino TI",Orienismili;stinti,Orienismili stinti
768,para;arti;nume,para D arti L EI nume,Paradartile;inume,Paradartile inume
769,note;oli;re,note V oli O PE re,Notevoli;opere,Notevoli opere
770,unti;cure,unti M I cure,Un;timici;ure,Un timici ure
771,asso;diva;premio;mori,asso diva premio mori,Assodiva;premio,Assodiva premio
772,Ero;nero;eco,Ero nero MAN eco HE,Erone;romanecoche,Erone romanecoche
773,mi;zio;re;lati,mi N U zio SI re SO lati,Minuziosi;esolatini,Minuziosi esolatini
774,cappotto;avo;gente,PU cappotto R avo L gente,Pucapp;toravolgente,Pucapp toravolgente
775,medi;asso;iola,medi CI N asso RT iola,Medicina;sottile,Medicina sottile
776,nido;ode;Era;azze,U nido L ode LL Era G azze,Un;idolo;della;ragazze,Un idolo della ragazze
777,vie;odi;Erato,vie N T odi S P Erato,Vintedo;disperato,Vintedo disperato
778,remo;Pi,RU remo P Pi,Rumer;opi,Rumer opi
779,barba;oli;disco,barba G N oli disco LO,Barbagno;li;disco,Barbagno li disco
780,Ra;rio,ST Ra rio OK,Strari;olog,Strari olog
781,orma;tele;visi,F orma T tele visi V O,Forma;televisivo,Forma televisivo
782,arma;cero,arma DiO DA cero,Armaudio;d;acreo,Armaudio d'acreo
783,Ra;note;rose;Sam,P Ra note R rose S Sam TI,Pranoterrose;santi,Pranoterrose santi
784,trina;ape;fetta,CON trina NZ ape R fetta,Contrinanza;perfetta,Contrinanza perfetta
785,mi;Roma;est,mi L BE Roma est RO,M;ibello;maresto,M'ibello maresto
786,capostazione,UNI capostazione,Unica;postazione,Unica postazione
787,veri;nani;letto;arco;sette;dadi,A veri nani letto N T arco sette dadi RE,Aver;in;anali;tetar;cocose;td;adire,Aver in anali tetar cocose td adire
788,assi;perla;esca,P assi ONE perla P esca,Passione;per;la;pesca,Passione per la pesca
789,chiama;musi;caro,chiama L A musi caro CK,Chi;ama;la;musica;rock,Chi ama la musica rock
790,pini;nodi;sola,O pini O nodi sola TA,Opinion;disolata,Opinion disolata
791,lega;teso;re,E lega N teso I re E,Elegante;sorìe,Elegante sorìe
792,rea;pesa;di;avi;latte;latte;mas,AND rea pesa di O L avi L LA latte latte OA mas ER,Andrea;pesadio;la;villa;latte;l;amaser,Andrea pesadio: la villa latte l l'amaser
793,asso;negra,C asso negra NDE,Cassone;grande,Cassone grande
794,naris;rada;ori;ari;Cile,U naris R rada B ori O S ari FFI Cile,Una;risarda;borioso;a;rifficile,Una risarda borioso a rifficile
795,usto;oca;amaretto,G usto S oca L amaretto,Gustoso;calamaretto,Gustoso calamaretto
796,scosso;portata,scosso portata NO,Scosso;port;atano,Scosso port atano
797,sedia;topi,E sedia topi CCO,Esedità;picco,Esedità picco
798,Po;topo,Po E T topo,Poeto;topò,Poeto topò
799,agente;Mida;amo;dischi,L agente TI Mida H amo dischi VI,La;gente;timida;ha;modo;scivili,La gente timida ha modo scivili
800,padella;qui,COP padella C qui,Coppa;della;cucì,Coppa della' cucì
801,pesa;fra;nata,S pesa fra Z I O nata,Spesa;frasionata,Spesa frasionata
802,nari;colle;mento,B I nari DI colle GA mento,Binari;di;collegamento,Binari di collegamento
803,remi;oca;pie,P remi oca M pie L LO,Premio;camplolo,Premio camplolo
804,musi;ara,musi C ara P,Musica;rap,Musica rap
805,dito;ree;coda,E dito ree S I coda,Editore;esicoda,Editore esicoda
806,nero;esca;ara,U nero I esca CI ara,Un;eroe;sciacciara,Un'eroe sciacciara
807,unti;numero;attori;tino,unti P I numero T T attori A tino,Un;tipino;montato;triato,Un tipino montato triato
808,mora;tea;ante;nodi;nave;chiavi,DI mora R E tea ante RR E nodi U nave C chiavi L L A,Dimorare;è;antierenne;di;una;vecchia;viola,Dimorare è antierenne di una vecchia viola
809,pera;nato,PE pera FFI nato,Pepè;raffinato,Pepè raffinato
810,pera;cuna;costa,S pera N cuna S costa,Speranca;nascosta,Speranca nascosta
811,iene;ami;rosi,MI C iene ami N U rosi,Miciene;aminurosi,Miciene aminurosi
812,ambi;rima;Teti,SC ambi rima P I Teti,Scambi;r;impeti,Scambi r'impeti
813,more;epa;ava;nodi;ari;asso,A more epa Z ZI ava N nodi P ari P asso,Amore;è;pazzo;vana;non;dipar;assosso,Amore è pazzo vana non dipar assosso
814,son;estive;di;ori,DI son estive N di T ori,Disonestì;venditori,Disonestì venditori
815,tori;oca;minori;in,S tori C oca minori T in TO,Storico;camino;ritinto,Storico camino ritinto
816,ari;Adige;re,P ari T Adige NE re,Parità;di;genere,Parità di genere
817,arpe;are,F arpe N are,Far;penare,Far penare
818,pia;refe;onde,pia N U refe C onde,Pianure;feconde,Pianure feconde
819,bar;nere;Napoli;erede;tra,S bar nere U Napoli TI erede U tra L E,Sbarnere;un;operatie;durate,Sbarnere un operatie durate
820,forze;su;Ero,forze AS su Ero,Forze;a;sostero,Forze a sostero
821,Isar;Isar,Isar T Isar DI,I;star;tardi,I star tardi
822,leva;arca;ari,leva LA B arca ari VA,Leval;ab;barca;a;riva,Leval ab barca a riva
823,medico;rada,NO medico NT rada,Nomè;di;contradà,Nomè di contradà
824,ari;dio;si;dee;ali;Ate,G ari N dio si dee R E ali Z Z Ate,Gariandio;side;erelizzate,Gariandio side erelizzate
825,seri;magie,C O seri M magie,Cose;rimagie,Cose rimagie
826,Leda;Eros,Leda LI Eros A,Le;daliè;rosa,Le daliè rosa
827,gin;mento,DI gin MO mento,Digimo;mento,Digimo mento
828,ago;nidi;eco;asse,V ago nidi P eco C L asse,Vagoni;di;peco;classi,Vagoni di peco classi
829,Pan;ami;cavi,Pan O R ami cavi S TA,Panoramica;vista,Panoramica vista
830,Ettore;stirpe;leste;va;sa;forti,I N Ettore E stirpe leste T va sa N II N forti,Inettore;esperiment;al;testa;ninfor,Inettore esperiment al testa ninfor
831,rade;siracusa,CIF rade C UP siracusa,Cifra;decupsira,Cifra decupsira
832,fa;ore;asce,fa M O S ore asce R,Famoso;reascer,Famoso reascer
833,versi;magri;ali,versi magri ali,Ves;signariali,Ves signariali
834,nano;epe;osa,U nano TT epe N osa,Una;notte;pensa,Una notte pensa
835,nobile;vagante,nobile M vagante LIO,Nobi;le;maganti;l;io,Nobili le maganti l'io
836,ree;Ra;asso,F ree ZE Ra NC asso,Freese;re;nacasso,Freese re nacasso
837,are;chiesa;Tate;tori,A PP are C chiesa Tate N A tori,Apparecchi;eschatonati,Apparecchi eschatonati
838,fanti;ratti,fanti ratti,Fantira;tatti,Fantira tatti
839,modella,RA modella GO,Rame;dell;agog,Rame dell agog
840,Al;team;amata,Al team amata,Alte;amata,Alte amata
841,assi;torri,CR I assi torri C A,Crisi;sordiccia,Crisi sordiccia
842,picco;oca;etto,picco L oca S S etto,Piccolo;casettò,Piccolo casettò
843,est;remo;Todi;fa,M est IE remo L Todi F fa,Mestiere;molto;diffa,Mestiere molto diffa
844,resta;ossa;diga,C resta R ossa diga LLO,Crestar;ossad;in;gallo,Crestar ossad in gallo
845,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;memento;di;sconforto,Triste memento di sconforto
846,assi;cane;rame;tese;ali;onde,P assi O cane rame N tese N Z ali onde TI,Passiocan;ermanente;senza;londeti,Passiocan ermanente senza londeti
847,vento;ila;attori,PA vento D ila M attori,Pavento;della;matto;r;Italia,Pavento della matto r'Italia
848,in;odi;etto,in V I odi R etto,Invio;diretto,Invio diretto
849,aglio;via;menti,SC aglio NA via G A menti,Scaglionavi;a;Gaementi,Scaglionavi a Gaementi
850,cassa;va;liane,cassa TE S I va liane,Cassate;silaniane,Cassate silaniane
851,musi;are;Anzio;tori;tuta,musi C are G Anzio N tori P E tuta,Musica;regga;non;ripetuta,Musica regga non ripetuta
852,sitar;Eros,sitar C Eros SA,Sitare;rossa,Sitare rossa
853,legge;ras;dita,legge ras O R dita,Leggera;sordita,Leggera sordita
854,rami;re;ora,CE rami re L ora TA,Ceramire;loratata,Ceramire loratata
855,tine;colo;sta,SI tine colo G I sta,Sit;in;economista,Sit-in economista
856,sette;cardinali,sette cardinali C H E,Sette;cardinaliche,Sette cardinaliche
857,more;mori;nera;more,L A more CH E mori NO nera A more,L;amore;che;mori;non;era;amore,L'amore che mori non era amore
858,unno;asola;ante,unno T OC asola M P ante,Un;noto;calo;lampante,Un noto calo lampante
859,Pi;alati,ZUP Pi MM alati,Zupi;per;malati,Zupi per malati
860,recisi;cere,P recisi N cere,Preci;sinceri,Preci sinceri
861,sta;con;bus;abile,sta R con bus ON T abile,Star;conbustazione,Star conbustazione
862,ape;nodi;anello;osa;menta,L ape R nodi T anello DI osa LI menta,La;perdonità;nell;odio;s;alimento,La perdonità nell'odio s'alimento
863,cappa;di;mora,SI cappa di mora,Siccappa;dimora,Siccappa dimora
864,re;Che;foco,IR re RI Che foco T,Irrerichi;effocot,Irrerichi effocot
865,molo;la,DO molo la NO,Domolo;lano,Domolo lano
866,bar;rete;ori,S bar NE rete ori E,Sbarnere;torie,Sbarnere torie
867,con;chi;Opi,B con S chi SC Opi,Bonsc;i;schisco;pi,Bonsc i schisco pi
868,sordo;odi,CUS sordo M odi,Cussodo;modi,Cussodo modi
869,nano;adipe;dente,U nano T adipe N dente,Una;nota;dimentenne,Una nota dimentenne
870,Tosca;ante,MO Tosca T T ante,Moto;scattante,Moto scattante
871,ara;anca;are,B ara BI anca are T E,Barab;incare;a;rete,Barab incare a rete
872,alci;re;a,C alci A re a a T E,Calciare;a;ate,Calciare a ate
873,con;sta;orca;alano,con QUI sta D orca T alano,Conquistador;catalano,Conquistador catalano
874,ave;rea;pino;mine;mici,ave rea pino mine mici,Avere;apinomi;emicì,Avere apinomi emicì
875,olle;peri,B olle PA peri,Bolle;paperi,Bolle paperi
876,mas;nave,mas TI nave MMA,Mastina;vemma,Mastina vemma
877,agli;gare;va;dado;menta;ione,agli gare va LI dado C U menta Z ione,Aglari;valide;contaminazioni,Aglari valide contaminazioni
878,fa;Torino;anca,fa T Torino D IB anca,Fattorino;di;banca,Fattorino di banca
879,ode;arti;anni,SP ode ST arti R anni,Spostart;irranni,Spostart irranni
880,ali;dei;rima,V ali dei P O rima,Valide;iporima,Valide iporima
881,aspo;nei,F aspo R nei,Fas;pornei,Fas pornei
882,angelo;redi;nave;agli;nero,FR angelo G O redi U nave S T agli ALO nero,Frange;logore;di;una;vespastallo;nero,Frange logore di una vespastallo nero
883,odi;ceci;ile;lato,C odi ceci V ile V I O lato,Codice;civile;violato,Codice civile violato
884,chino;ascia;Di;lana;ara,chino NS IL ascia Di IA lana LI C ES ara,Chi;non;si;lascia;dielia;lanci;esara,Chi non si lascia dielia lanci esara
885,per;tesa;Rodi,IM per tesa Rodi LI,Impertesa;rodililì,Impertesa rodililì
886,mas;nei;zio,mas SE nei N O zio,Massenei;no;zio,Massenei no zio
887,mantide;larice;amico;onda,A mantide L larice R amico F onda,Amanti;delar;Icaria;comofonda,Amanti delar Icaria comofonda
888,la;in;mani,la in R O mani,Lainor;omani,Lainor omani
889,cala;remo,S cala remo NTI,Scalare;monti,Scalare monti
890,kiosco,NOC kiosco,Noco;si;osco,Noco si osco
891,musi;ori;letto,musi C ori G O letto,Musico;rigoletto,Musico rigoletto
892,antico;re;faci;coni,C antico re faci N coni C I,Cantico;refaci;nasciconi,Cantico refaci nasciconi
893,ore;ore;lista,ATT ore NE ore A lista,Attore;neorealista,Attore neorealista
894,cantiere;pila,cantiere P pila ICI,Cantier;epili,Cantier epili
895,con;triscia;re;ami,con FO R triscia DA re L ami C O,Confortri;si;cadare;l;amico,Confortri si cadare l'amico
896,viola;fa;bacca,viola F fa RA: bacca RA,Violaffa;r;abaccar,Violaffa r abaccar
897,mani;ara;sculture,mani G O L ara S sculture,Manigolar;ascuulse,Manigolar ascuulse
898,nume;seno;di;anche,nume RO seno T di IB anche,Numero;senti;di;anche,Numero senti di anche
899,re;lala;ali,T re M ila lala G ali,Tremila;lagali,Tremila lagali
900,Ra;Pisa;sol;la,Ra Pisa sol la,Rapi;solala,Rapi solala
901,Lazio;neri;est,DI Lazio neri CHI est A,Dilazione;richestate,Dilazione richestate
902,Tanaro;manti,GI Tanaro manti C A,Giantà;romanmantica,Giantà romanmantica
903,duce;sub;ante,TI duce E sub ER ante,Tidi;usuberante,Tidi usuberante
904,calata;osa,FR A calata CCI osa,Fraca;latacciosa,Fraca latacciosa
905,are;est;agli;tomo,F are F est A agli tomo C I,Fare;festa;agli;tomoci,Fare festa agli tomoci
906,medi;lane;cono;mento,I M medi A lane cono S CI mento,Immedial;anecoscimento,Immedial anecoscimento
907,stadi;treno,L I stadi treno MI,Lista;di;tre;nomi,Lista di tre nomi
908,ambi;teso;eco,ambi EN teso RD I eco,Ambiente;sordico,Ambiente sordico
909,ave;Fassi,BR ave Fassi RE,Brave;fassire,Brave fassire
910,zinco;Po,CA zinco Po MI,Cazincoppo;mini,Cazincoppo mini
911,testa;re;pie;tasca;mani;stazione,CON testa re LA pie N tasca G NI mani FE stazione,Contestare;la;pietanza;sa;gni;manifestazione,Contestare la pietanza sa gni manifestazione
912,tunisia;navi;getto,S tunisia U navi O getto,Stun;i;sa;unaviogetto,Stun i'sa unaviogetto
913,pia;con;nave;pari;rade,AM pia con nave LM pari U rade,Ampi;anca;navele;m;aria,Ampi anca navele m'aria
914,sponde;stento,RI sponde RE stento,Rispondere;e;stento,Rispondere e stento
915,latte;odi;Tito,latte N odi VE R Tito,La;tente;divertito,La tente divertito
916,fico;Ares;pira;ori,DIF fico LT Ares pira T ori E,Difficoltare;spiratore,Difficoltare spiratore
917,rei;ali;nodi;ambi;negre,PAD rei T ali A nodi B ambi negre CHE,Padre;italiani;do;bambine;greche,Padre italiani do bambine greche
918,pearl;rane;Ati,RAP pearl rane G Ati VO,Rappear;lrane;gavivò,Rappear lrane gavivò
919,trave;Ares;re;tegole,AT trave RS Ares T re Tegole,Attraversare;strette;gogole,Attraversare strette gogole
920,are;Eva;petto,P are NT Eva petto SI,Parenti;evapettosi,Parenti evapettosi
921,su;classici;anni,E su classici T anni C I,Esucla;sticcitanici,Esucla sticcitanici
922,avo;iris;armi,GR avo S iris P armi,Gravosi;risparmi,Gravosi risparmi
923,Ra;Cina;tee;pio,T Ra Cina N tee SE M pio,Tracinante;esempio,Tracinante esempio
924,ile;remi;chele;rogo,R ile G GE remi chele S T rogo FF,Rileggeri;mecheli;strogoff,Rileggeri mecheli strogoff
925,su;redo;rose,MI su redo LO rose,Misure;dolorose,Misure dolorose
926,vita;dea,LA vita dea LLA,La;vita;d;ealla,La vita d'ealla
927,batteria;Ero;figli,batteria Ero figli,Batterie;rofigli,Batterie rofigli
928,si;con;ante,A si N con G L I ante,Asino;congliante,Asino congliante
929,in;topo;mici,in CIU topo N O mici,Incitò;popolomici,Incitò popolomici
930,tute;corda;timoni,tute L A corda S timoni,Tutelar;condastimoni,Tutelar condastimoni
931,sposi;ode;fa;torrente,D I sposi TIV ode L fa R torrente,Dispositivo;del;fartorrente,Dispositivo del fartorrente
